airline_id,operator_state,region,year,fuel_burn_tonnes,g_i,year_shock,fuel_share_in_year
AL0055,United Kingdom,EUR,2019,164382.95848965127,0.024319603796824636,0.10315010913164263,0.0002723881128890392
AL0056,United States,NAM,2019,2523597.692828751,-0.016899349689441137,0.10315010913164263,0.004181686590608672
AL0057,Ethiopia,AFR,2019,1551193.1528121028,0.09280233517235105,0.10315010913164263,0.0025703794328989877
AL0058,Germany,EUR,2019,746612.9120877328,0.024596636391217234,0.10315010913164263,0.0012371628059910523
AL0059,Canada,NAM,2019,784740.4370986085,-0.025348030516541976,0.10315010913164263,0.001300341402375153
AL0060,Turkey,EUR,2019,221698.11063760016,0.07406138370483567,0.10315010913164263,0.00036736125534231123
AL0061,Singapore,APAC,2019,1456368.8150618952,6.868718355373948e-05,0.10315010913164263,0.0024132523033409807
AL0062,Singapore,APAC,2019,293050.8319937971,0.050331253389786584,0.10315010913164263,0.00048559512397617873
AL0063,Japan,APAC,2019,1501719.4601331507,0.029319320935601658,0.10315010913164263,0.002488399853566131
AL0064,United States,NAM,2019,132600.14936532138,0.04002464908195829,0.10315010913164263,0.0002197229249691261
AL0065,France,EUR,2019,140972.08456932713,0.036840843447258784,0.10315010913164263,0.00023359550429487172
AL0066,China,APAC,2019,489562.58785272855,0.006993288911895119,0.10315010913164263,0.0008112217389898983
AL0067,Germany,EUR,2019,175107.3642636839,0.03163785148688565,0.10315010913164263,0.0002901588153845109
AL0068,United States,NAM,2019,844295.6260215818,0.11132368214874111,0.10315010913164263,0.0013990263614033127
AL0069,Canada,NAM,2019,529088.5013408428,-0.05950423379333,0.10315010913164263,0.0008767175122997616
AL0070,China,APAC,2019,122335.43602050186,0.032638284267308165,0.10315010913164263,0.00020271394835116147
AL0071,Japan,APAC,2019,486569.61111263925,0.04739925890449966,0.10315010913164263,0.0008062622754685928
AL0072,United Kingdom,EUR,2019,268507.10230867984,-0.012090860672049134,0.10315010913164263,0.00044492533512693704
AL0073,Brazil,LAM,2019,1238214.302367851,-0.024813921806398125,0.10315010913164263,0.0020517629094467856
AL0074,Japan,APAC,2019,178645.61018566004,0.11635663649353177,0.10315010913164263,0.00029602180835214926
AL0075,United States,NAM,2019,250882.31570060496,0.015139850632287509,0.10315010913164263,0.0004157204685862989
AL0076,South Africa,AFR,2019,1911429.2228785667,0.11315980646410966,0.10315010913164263,0.003167302764986025
AL0077,Kenya,AFR,2019,7061911.678273357,0.05143053241184904,0.10315010913164263,0.011701826108422585
AL0078,Mexico,LAM,2019,5103647.034314694,0.03304564241448451,0.10315010913164263,0.008456915469228759
AL0079,Turkey,EUR,2019,435556.97032573627,0.04903882048193778,0.10315010913164263,0.0007217326071556472
AL0080,United States,NAM,2019,555408.2230175824,0.05540021781824267,0.10315010913164263,0.0009203301798485281
AL0081,China,APAC,2019,2887759.710161895,0.077186208935084,0.10315010913164263,0.004785115349882921
AL0082,Chile,LAM,2019,342577.0942079233,0.04743263381987867,0.10315010913164263,0.000567661812803919
AL0083,Qatar,MEA,2019,117465.18351723111,0.035784425098007416,0.10315010913164263,0.00019464377550083798
AL0084,China,APAC,2019,444309.88848597865,0.03705150067735116,0.10315010913164263,0.0007362364881044179
AL0085,Brazil,LAM,2019,720238.6617559006,0.08407653288315915,0.10315010913164263,0.001193459782619544
AL0086,Japan,APAC,2019,138439.8485559513,0.06267872968608384,0.10315010913164263,0.00022939950371542888
AL0087,Turkey,EUR,2019,385415.4825251871,-0.010080862132904128,0.10315010913164263,0.00063864646875706
AL0088,Germany,EUR,2019,353620.49211033125,0.004574848109628164,0.10315010913164263,0.0005859610960274234
AL0089,Germany,EUR,2019,834261.5927910326,0.04322995296309502,0.10315010913164263,0.0013823996295240027
AL0090,China,APAC,2019,156645.64239046388,0.005083146988012911,0.10315010913164263,0.0002595671188489768
AL0091,United States,NAM,2019,360196.1624982204,0.014940519224081517,0.10315010913164263,0.0005968572038989107
AL0092,Brazil,LAM,2019,497699.1267793703,-0.008236783268760144,0.10315010913164263,0.000824704258735494
AL0093,France,EUR,2019,791128.4119127238,0.019534285619127734,0.10315010913164263,0.001310926492343035
AL0094,Qatar,MEA,2019,245864.82666982216,0.04694510560620324,0.10315010913164263,0.0004074063198381948
AL0095,United Kingdom,EUR,2019,736423.0444416213,0.06980646465550418,0.10315010913164263,0.0012202778512231398
AL0096,India,APAC,2019,133823.13337329155,0.030369237931748748,0.10315010913164263,0.000221749450766479
AL0097,United States,NAM,2019,241766.82025861536,0.11299400118443606,0.10315010913164263,0.0004006157848386311
AL0098,Germany,EUR,2019,103945.19174028191,0.02694346450444804,0.10315010913164263,0.00017224069260079173
AL0099,United States,NAM,2019,1510070.240182584,0.15773692625308317,0.10315010913164263,0.00250223737808641
AL0100,United States,NAM,2019,367478.4734377355,0.07006608356401522,0.10315010913164263,0.0006089242390253688
AL0101,Canada,NAM,2019,155320.9547671232,0.04986889727289816,0.10315010913164263,0.0002573720667267585
AL0102,Japan,APAC,2019,264998.97249585675,0.010038654237695302,0.10315010913164263,0.00043911224556908717
AL0103,France,EUR,2019,320977.68531497783,-0.08297976080951726,0.10315010913164263,0.0005318708629273323
AL0104,Qatar,MEA,2019,943543.6139383253,0.0237947354940532,0.10315010913164263,0.001563483628659382
AL0105,Brazil,LAM,2019,3022883.5882122605,0.037128731774505666,0.10315010913164263,0.005009020178501179
AL0106,United Kingdom,EUR,2019,138819.5906999518,0.10689812819820113,0.10315010913164263,0.00023002874927068056
AL0107,Turkey,EUR,2019,230754.14017826403,-0.025189982041001716,0.10315010913164263,0.0003823674020835144
AL0108,"Korea, Rep.",APAC,2019,8844067.230469162,0.10623545453279336,0.10315010913164263,0.014654918035940726
AL0109,United Kingdom,EUR,2019,1310900.8412897126,0.019950223776503323,0.10315010913164263,0.0021722069588255904
AL0110,United Arab Emirates,MEA,2019,369727.7405629476,0.05896227514021812,0.10315010913164263,0.0006126513506021959
AL0111,India,APAC,2019,985415.6397143728,-0.0715938566211788,0.10315010913164263,0.001632866989250844
AL0112,Mexico,LAM,2019,5039615.536414133,0.03556121526037661,0.10315010913164263,0.008350813115074511
AL0113,United States,NAM,2019,317243.2953800028,0.016250717842756876,0.10315010913164263,0.0005256828527070168
AL0114,Chile,LAM,2019,263488.4035084377,0.05729717640619128,0.10315010913164263,0.0004366091817499889
AL0115,United States,NAM,2019,1832949.4117444907,0.0336490115102709,0.10315010913164263,0.003037259067931838
AL0116,India,APAC,2019,744247.4099043235,-0.015689584856486145,0.10315010913164263,0.0012332430889979169
AL0117,Ethiopia,AFR,2019,982071.2243911003,0.06787950549156115,0.10315010913164263,0.0016273251801302792
AL0118,United States,NAM,2019,206117.20820120897,0.05778514957206353,0.10315010913164263,0.00034154317388939706
AL0119,Germany,EUR,2019,4252629.746940211,0.05387072784517317,0.10315010913164263,0.007046751087995301
AL0120,Ethiopia,AFR,2019,3474921.0038967566,0.07035661448509685,0.10315010913164263,0.005758061440106711
AL0121,United States,NAM,2019,773513.984504099,0.07403869765003937,0.10315010913164263,0.0012817387913456818
AL0122,Singapore,APAC,2019,925616.2904396378,0.02912753324376369,0.10315010913164263,0.0015337774482753234
AL0123,India,APAC,2019,367551.1469145633,-0.024306298910741896,0.10315010913164263,0.0006090446614304166
AL0124,United Arab Emirates,MEA,2019,799639.4713982127,-0.025398490885955728,0.10315010913164263,0.0013250296053009677
AL0125,Australia,APAC,2019,316669.940322369,0.08399004935941976,0.10315010913164263,0.0005247327840162036
AL0126,China,APAC,2019,715829.2075862159,0.058417897566443555,0.10315010913164263,0.0011861531681676165
AL0127,China,APAC,2019,876883.3550333487,0.03408117390171973,0.10315010913164263,0.0014530253287562054
AL0128,Germany,EUR,2019,263930.5389423649,0.012614069792016958,0.10315010913164263,0.00043734181509346527
AL0129,China,APAC,2019,503078.65754417906,0.03126228391761061,0.10315010913164263,0.0008336183228618374
AL0130,United Kingdom,EUR,2019,662265.8950022892,0.03099176840241837,0.10315010913164263,0.0010973969505592076
AL0131,Kenya,AFR,2019,152801.69970382805,0.01652965174968752,0.10315010913164263,0.0002531975760199233
AL0132,Turkey,EUR,2019,263563.82697232615,0.00203900292582964,0.10315010913164263,0.00043673416097645426
AL0133,United Kingdom,EUR,2019,211412.35083092158,0.11657267409952857,0.10315010913164263,0.0003503174040263764
AL0134,China,APAC,2019,233972.24473134635,0.039142397534090496,0.10315010913164263,0.000387699909992775
AL0135,Kenya,AFR,2019,555509.6375946946,0.0057678156910955895,0.10315010913164263,0.0009204982272272396
AL0136,France,EUR,2019,1927764.590357308,-0.02208246543558958,0.10315010913164263,0.003194371020489916
AL0137,Canada,NAM,2019,569200.5267888198,0.0009722532122687783,0.10315010913164263,0.00094318449291819
AL0138,United Arab Emirates,MEA,2019,1456566.5518386208,0.058789059231358715,0.10315010913164263,0.002413579959856935
AL0139,Qatar,MEA,2019,5184777.236598196,0.06033534874073347,0.10315010913164263,0.008591350953912535
AL0140,Mexico,LAM,2019,462777.94800284144,0.021265858194466095,0.10315010913164263,0.0007668386863294693
AL0141,Australia,APAC,2019,378990.13098578097,0.03206842775590218,0.10315010913164263,0.000627999444293282
AL0142,Turkey,EUR,2019,134830.88804119133,0.017797901194129537,0.10315010913164263,0.00022341933427974853
AL0143,France,EUR,2019,10795813.86097483,-0.014313451985438971,0.10315010913164263,0.017889028106751068
AL0144,Brazil,LAM,2019,195218.84879014894,0.0820674495794708,0.10315010913164263,0.00032348422434352896
AL0145,Germany,EUR,2019,447428.19637979753,0.04490541241190939,0.10315010913164263,0.0007414036295794741
AL0146,Chile,LAM,2019,782217.7520486334,0.12905421012119228,0.10315010913164263,0.00129616122806457
AL0147,United States,NAM,2019,644046.203722037,-0.00024681149364964156,0.10315010913164263,0.0010672063068887982
AL0148,France,EUR,2019,1965807.1752529289,0.024498665265474652,0.10315010913164263,0.003257408868234891
AL0149,United Arab Emirates,MEA,2019,576559.2186787742,0.06531880873816373,0.10315010913164263,0.0009553780938586595
AL0150,Kenya,AFR,2019,362669.0948951685,0.020196210897332565,0.10315010913164263,0.0006009549363834447
AL0151,China,APAC,2019,262131.69682544895,-0.025507801115845198,0.10315010913164263,0.0004343610729647554
AL0152,India,APAC,2019,360624.5097422813,-0.007954784875953233,0.10315010913164263,0.0005975669897461967
AL0153,Japan,APAC,2019,204946.0116017832,0.03403000262562976,0.10315010913164263,0.0003396024615766926
AL0154,"Korea, Rep.",APAC,2019,201284.8834001556,0.04373469315628834,0.10315010913164263,0.00033353584852234146
AL0155,Singapore,APAC,2019,159572.6223604859,0.026215786936499872,0.10315010913164263,0.0002644172234937871
AL0156,Canada,NAM,2019,415711.2249653538,0.07013940491447666,0.10315010913164263,0.0006888475369679652
AL0157,United Kingdom,EUR,2019,3938731.088884046,0.06971062168211761,0.10315010913164263,0.00652661041227128
AL0158,Germany,EUR,2019,4867390.402844038,0.042911165755188926,0.10315010913164263,0.008065430253272724
AL0159,China,APAC,2019,1955097.8860609164,0.031075676214073103,0.10315010913164263,0.003239663214426264
AL0160,United States,NAM,2019,1007670.4433673328,0.019884306975614593,0.10315010913164263,0.0016697439503752995
AL0161,China,APAC,2019,177770.54686184486,0.05204100525702832,0.10315010913164263,0.000294571798876578
AL0162,Mexico,LAM,2019,2348043.141040678,0.06678503655244453,0.10315010913164263,0.0038907867703961967
AL0163,South Africa,AFR,2019,363133.5385420239,0.03242419259259993,0.10315010913164263,0.0006017245351890181
AL0164,United States,NAM,2019,384580.1164738885,0.04799992933693578,0.10315010913164263,0.0006372622390024951
AL0165,Singapore,APAC,2019,281175.70775057236,0.01702747270855272,0.10315010913164263,0.00046591764212127894
AL0166,United Arab Emirates,MEA,2019,428068.58114021714,-0.026461983171463095,0.10315010913164263,0.000709324093416976
AL0167,Turkey,EUR,2019,238205.71199375662,-0.010038173948525325,0.10315010913164263,0.00039471490819685014
AL0168,Japan,APAC,2019,344530.11204141274,0.06063064021599188,0.10315010913164263,0.0005708980293009978
AL0169,United Kingdom,EUR,2019,180449.80986655384,0.04788012060962836,0.10315010913164263,0.00029901142814527765
AL0170,Canada,NAM,2019,232802.05045168774,0.09360854688152292,0.10315010913164263,0.0003857608585577698
AL0171,France,EUR,2019,7322101.992586922,0.032243937158961934,0.10315010913164263,0.012132970245011048
AL0172,Singapore,APAC,2019,363847.2427758203,0.06459094951511109,0.10315010913164263,0.0006029071672038626
AL0173,Singapore,APAC,2019,319539.91458032717,0.08292067722228154,0.10315010913164263,0.0005294884282712288
AL0174,China,APAC,2019,809172.3534453877,0.0697780065905943,0.10315010913164263,0.0013408259127472
AL0175,United States,NAM,2019,990516.0464840588,0.005658122131877639,0.10315010913164263,0.00164131853549217
AL0176,Germany,EUR,2019,2225219.3292052043,0.022617366889618337,0.10315010913164263,0.0036872635668287823
AL0177,India,APAC,2019,308023.87657615525,0.03519090958809422,0.10315010913164263,0.0005104059644396004
AL0178,Ethiopia,AFR,2019,1305816.4248036891,-0.009434747611878264,0.10315010913164263,0.0021637819090242327
AL0179,Australia,APAC,2019,555050.1679069605,0.04897154060417301,0.10315010913164263,0.0009197368704398844
AL0180,United States,NAM,2019,496223.6162975921,0.07095953998568776,0.10315010913164263,0.000822259288044053
AL0181,Mexico,LAM,2019,2836386.8346660417,0.01076580375180202,0.10315010913164263,0.004699988760493303
AL0182,India,APAC,2019,182101.25820925375,0.10890216866410342,0.10315010913164263,0.00030174793381310865
AL0183,Brazil,LAM,2019,479158.79748705146,0.01837104203978386,0.10315010913164263,0.0007939823070521994
AL0184,Qatar,MEA,2019,222787.25202893864,0.021881680970561153,0.10315010913164263,0.0003691659994044806
AL0185,Mexico,LAM,2019,2555913.582078602,0.02046884619207218,0.10315010913164263,0.004235235110296935
AL0186,United States,NAM,2019,178249.6112646939,0.001668957883465938,0.10315010913164263,0.0002953656247685276
AL0187,United States,NAM,2019,166202.1030171643,0.04671432637962841,0.10315010913164263,0.00027540249679765396
AL0188,United States,NAM,2019,207494.68767958347,0.03080103522382505,0.10315010913164263,0.00034382570389801363
AL0189,China,APAC,2019,937827.228729761,0.09645487426757213,0.10315010913164263,0.0015540113853452695
AL0190,China,APAC,2019,875682.0660597528,0.054292397182859116,0.10315010913164263,0.0014510347523633807
AL0191,China,APAC,2019,2190040.779313221,0.05150757958789017,0.10315010913164263,0.003628971521793874
AL0192,Turkey,EUR,2019,1029312.9580083193,0.021138486157221692,0.10315010913164263,0.0017056063279319296
AL0193,United States,NAM,2019,973027.4944597642,-0.026569308579775165,0.10315010913164263,0.0016123394142570494
AL0194,Turkey,EUR,2019,249145.57139504567,0.026419864053281953,0.10315010913164263,0.0004128426246278459
AL0195,China,APAC,2019,169654.0933334357,-0.004011677655887232,0.10315010913164263,0.0002811225613140716
AL0196,Japan,APAC,2019,746387.3287440479,0.06807373071660759,0.10315010913164263,0.001236789006773359
AL0197,United States,NAM,2019,124812.24612063702,0.028782284511544003,0.10315010913164263,0.0002068181063208138
AL0198,United Kingdom,EUR,2019,1926592.460766037,0.09662971412268007,0.10315010913164263,0.0031924287621782196
AL0199,Chile,LAM,2019,249345.84242210095,0.05941241243432582,0.10315010913164263,0.00041317448048217015
AL0200,Qatar,MEA,2019,465445.6115673895,0.0634214382259241,0.10315010913164263,0.0007712590949341474
AL0201,Ethiopia,AFR,2019,181690.88700552902,0.03922628589776844,0.10315010913164263,0.00030106793487165136
AL0202,Japan,APAC,2019,652785.7956113884,0.038346893376506,0.10315010913164263,0.0010816881057567182
AL0203,Singapore,APAC,2019,584541.4988631232,0.05613091468781235,0.10315010913164263,0.0009686050016594658
AL0204,China,APAC,2019,2880885.6214240394,0.06690675267655283,0.10315010913164263,0.004773724752728933
AL0205,Turkey,EUR,2019,295962.7381585744,0.001577189508245723,0.10315010913164263,0.0004904202508167057
AL0206,United States,NAM,2019,1052256.790340264,0.049691227092345844,0.10315010913164263,0.0017436250328436945
AL0207,India,APAC,2019,163857.00998183797,0.1348434889298427,0.10315010913164263,0.0002715165984520418
AL0208,Canada,NAM,2019,125851.89952084827,0.026412398924181825,0.10315010913164263,0.0002085408471106387
AL0209,Brazil,LAM,2019,2366086.1218563677,0.01977826337583541,0.10315010913164263,0.003920684598859895
AL0210,United States,NAM,2019,682604.2651743663,0.002301202663895857,0.10315010913164263,0.0011310983166941866
AL0211,United Kingdom,EUR,2019,182540.15152398823,-0.02794256897772801,0.10315010913164263,0.000302475194855607
AL0212,United Kingdom,EUR,2019,393971.17187001253,0.07755545708564576,0.10315010913164263,0.0006528235348989167
AL0213,United States,NAM,2019,1029151.8273926373,0.032438616732104686,0.10315010913164263,0.0017053393290608937
AL0214,Singapore,APAC,2019,342767.36504341854,0.04198510402566326,0.10315010913164263,0.0005679770980031549
AL0215,India,APAC,2019,558541.9184161422,0.1037933707953752,0.10315010913164263,0.0009255228189385254
AL0216,United Kingdom,EUR,2019,463576.9119347621,0.13036756974067296,0.10315010913164263,0.0007681625965430453
AL0217,Brazil,LAM,2019,946938.5505881533,-0.005541836768008679,0.10315010913164263,0.0015691091533239884
AL0218,India,APAC,2019,422964.3449415039,0.07218234043768867,0.10315010913164263,0.0007008662016824447
AL0219,United States,NAM,2019,1695329.2127496193,0.05495381741752001,0.10315010913164263,0.0028092177512159876
AL0220,India,APAC,2019,653193.9160089982,0.045983694612599005,0.10315010913164263,0.0010823643750364406
AL0221,Brazil,LAM,2019,678287.7080002242,0.04919914906991206,0.10315010913164263,0.001123945635700699
AL0222,China,APAC,2019,622274.7294985038,0.029138485987346863,0.10315010913164263,0.0010311302389493474
AL0223,Turkey,EUR,2019,369512.57942986523,0.09365132548588495,0.10315010913164263,0.0006122948213393948
AL0224,Singapore,APAC,2019,323698.9365055046,0.05466593510877776,0.10315010913164263,0.000536380068037735
AL0225,Singapore,APAC,2019,296407.51784536015,0.04388119121119991,0.10315010913164263,0.0004911572657764564
AL0226,United States,NAM,2019,583663.3593381748,0.07997696824781045,0.10315010913164263,0.0009671498948147436
AL0227,Japan,APAC,2019,1312239.2755552542,0.06596316125180421,0.10315010913164263,0.0021744247895981146
AL0228,Singapore,APAC,2019,3264875.328443224,0.048511730386271726,0.10315010913164263,0.005410008663328799
AL0229,Ethiopia,AFR,2019,480647.1528223465,0.04318220322747009,0.10315010913164263,0.0007964485620996462
AL0230,India,APAC,2019,1614950.2585742672,0.10033815542297296,0.10315010913164263,0.002676027110014594
AL0231,United Kingdom,EUR,2019,463391.49062037084,0.050492103372317285,0.10315010913164263,0.0007678553471640312
AL0232,Australia,APAC,2019,302846.3520159941,0.026519070706257388,0.10315010913164263,0.000501826631415443
AL0233,Brazil,LAM,2019,360853.3885054404,-0.004173942127724296,0.10315010913164263,0.0005979462495852341
AL0234,Mexico,LAM,2019,162607.73606990094,0.016351839856641178,0.10315010913164263,0.00026944650939609226
AL0235,China,APAC,2019,469595.3523813484,-0.011876033237640977,0.10315010913164263,0.0007781353555859719
AL0236,United States,NAM,2019,192904.98413449543,0.03441831236198722,0.10315010913164263,0.00031965007247751427
AL0237,Japan,APAC,2019,780184.7306931322,0.040393472090817596,0.10315010913164263,0.0012927924430300617
AL0238,China,APAC,2019,159253.56674044163,-0.0519165696777959,0.10315010913164263,0.00026388853755791516
AL0239,Turkey,EUR,2019,375416.552762782,0.030844652800992755,0.10315010913164263,0.0006220779045097933
AL0240,Kenya,AFR,2019,1323536.5046471162,0.0560763794872121,0.10315010913164263,0.0021931446796735884
AL0241,Germany,EUR,2019,10284159.303707017,0.03677151115210572,0.10315010913164263,0.017041199228467252
AL0242,China,APAC,2019,115230.48239282098,-0.008077907512423932,0.10315010913164263,0.0001909408002791856
AL0243,France,EUR,2019,222224.83764422388,0.08085701235944101,0.10315010913164263,0.00036823405977812483
AL0244,Japan,APAC,2019,153043.57629043865,0.0022504998461087174,0.10315010913164263,0.00025359837369131363
AL0245,United States,NAM,2019,1173931.6460706599,-0.01902992999239099,0.10315010913164263,0.0019452443773485273
AL0246,Germany,EUR,2019,556593.6346492663,-0.013126937290692156,0.10315010913164263,0.000922294446949679
AL0247,United States,NAM,2019,207276.43460789978,0.029520455530476875,0.10315010913164263,0.0003434640511885456
AL0248,Japan,APAC,2019,369523.0613315675,0.06941539546363101,0.10315010913164263,0.0006123121902044548
AL0249,South Africa,AFR,2019,116676.7628137721,0.07671910469875831,0.10315010913164263,0.00019333733577283317
AL0250,Germany,EUR,2019,120424.37177531516,0.03848259853936405,0.10315010913164263,0.00019954725036653496
AL0251,Germany,EUR,2019,235412.56998243713,-0.01765612859013827,0.10315010913164263,0.0003900865775688775
AL0252,Qatar,MEA,2019,218017.70641743156,0.003812661785505312,0.10315010913164263,0.0003612627012743499
AL0253,China,APAC,2019,325398.2957271902,-0.005830874200749653,0.10315010913164263,0.000539195963649838
AL0254,China,APAC,2019,239796.0343850109,0.02293875308342007,0.10315010913164263,0.00039735012609911345
AL0255,United Kingdom,EUR,2019,486537.517429016,-0.04089493416141669,0.10315010913164263,0.000806209095151131
AL0256,France,EUR,2019,332242.54918214475,0.03451000315489268,0.10315010913164263,0.0005505371227326192
AL0257,United States,NAM,2019,1782329.2372202873,0.05586177597147565,0.10315010913164263,0.0029533797294684803
AL0258,India,APAC,2019,222253.585543798,0.024093332492295567,0.10315010913164263,0.0003682816960184411
AL0259,Turkey,EUR,2019,992219.4378604611,0.048455705055442846,0.10315010913164263,0.001644141112520791
AL0260,China,APAC,2019,881410.8097251697,-0.007497886714162058,0.10315010913164263,0.0014605274740578022
AL0261,United States,NAM,2019,399260.7033110707,-0.028146376422618052,0.10315010913164263,0.0006615884671068242
AL0262,India,APAC,2019,127816.2359177532,0.004559348777309142,0.10315010913164263,0.00021179581884948762
AL0263,United States,NAM,2019,865812.539776836,0.07632234610356499,0.10315010913164263,0.0014346806140511559
AL0264,United States,NAM,2019,197772.13841463756,0.07123618574755927,0.10315010913164263,0.00032771511146749687
AL0265,United States,NAM,2019,747705.6028879037,0.011761526379216451,0.10315010913164263,0.0012389734315435088
AL0266,United States,NAM,2019,138980.41203012614,0.07818508310263526,0.10315010913164263,0.00023029523564518668
